year,month,terror_attacks,avg_reviews,
2016,6,0,4.134078212290503
2016,5,0,4.27810650887574
2016,4,0,4.321637426900585
2016,3,0,4.406976744186046
2016,2,0,4.1395348837209305
2016,1,0,4.313609467455621
2015,12,0,4.353413654618474
2015,11,0,4.283333333333333
2015,10,0,4.15527950310559
2015,9,0,4.125
2015,8,0,4.205357142857143
2015,7,0,4.092307692307692
2015,6,0,4.30827067669173
2015,5,0,4.181159420289855
2015,4,0,4.3619047619047615
2015,3,0,4.186046511627907
2015,2,0,4.016949152542373
2015,1,0,4.252427184466019
2014,12,0,4.2
2014,11,0,4.2
2014,10,0,4.28695652173913
2014,9,0,4.311111111111111
2014,8,0,3.723684210526316
2014,7,0,4.046511627906977
2014,6,0,4.255813953488372
2014,5,0,4.329268292682927
2014,4,0,4.160919540229885
2014,3,0,4.25
2014,1,0,4.029411764705882
2013,12,0,4.262626262626263
2013,11,0,4.2105263157894735
2013,10,0,4.2025316455696204
2013,9,0,4.442622950819672
2013,8,0,3.585714285714286
2013,7,0,4.144927536231884
2013,6,0,4.2368421052631575
2013,5,0,4.4375
2013,4,0,4.047058823529412
2013,3,0,4.3896103896103895
2013,2,0,4.220338983050848
2013,1,0,4.1911764705882355
2012,12,0,4.1647058823529415
2012,11,0,4.277777777777778
2012,10,0,4.225806451612903
2012,9,0,4.043478260869565
2012,8,0,3.537037037037037
2012,7,0,3.9607843137254903
2012,6,0,4.25
2012,5,0,4.175438596491228
2012,4,0,3.8870967741935485
2012,3,0,4.059701492537314
2012,2,0,4.313725490196078
2012,1,0,3.660377358490566
2011,12,0,4.134831460674158
2011,11,0,4.2063492063492065
2011,10,0,4.105263157894737
2011,9,0,4.166666666666667
2011,8,0,3.4838709677419355
2011,7,0,4.083333333333333
2011,6,0,4.205882352941177
2011,5,0,4.228571428571429
2011,4,0,4.055555555555555
2011,3,0,4.428571428571429
2011,2,0,3.727272727272727
2011,1,0,4.625
2010,12,0,3.411764705882353
2010,11,0,3.6666666666666665
2010,10,0,4.6
2010,9,0,5.0
2010,5,0,2.0
2010,3,0,4.0
2011,10,1,3.898550724637681
2011,12,1,4.118421052631579
2012,3,1,4.0495049504950495
2013,5,1,3.993333333333333
2013,11,2,3.8933333333333335
2014,3,1,4.0625
2015,1,4,4.211267605633803
2015,4,1,3.956989247311828
2015,11,5,4.3545454545454545
2016,1,1,4.276595744680851
2016,6,1,3.5625
2016,9,1,4.275167785234899
2016,11,1,4.3307692307692305
2017,2,1,4.076923076923077
2017,3,2,4.062015503875969
2017,4,2,3.8979591836734695
2017,6,2,3.903703703703704
2017,8,1,4.098039215686274
2017,9,2,4.132450331125828
2017,10,1,4.177631578947368
2017,11,0,4.234567901234568
2017,12,0,4.136363636363637
2017,7,0,4.019354838709678
2017,5,0,4.286713286713287
2016,12,0,4.006756756756757
2017,1,0,4.147058823529412
2016,10,0,4.158536585365853
2016,8,0,4.078947368421052
2016,7,0,4.155913978494624
2016,5,0,3.6844919786096257
2016,4,0,3.7569060773480665
2016,3,0,4.058441558441558
2016,2,0,3.9432624113475176
2015,12,0,4.234177215189874
2015,10,0,4.25
2015,9,0,4.1988304093567255
2015,8,0,3.900302114803625
2015,7,0,3.9676258992805757
2015,6,0,3.888888888888889
2015,5,0,3.9209302325581397
2015,3,0,3.920863309352518
2015,2,0,3.9714285714285715
2014,12,0,3.9655172413793105
2014,11,0,4.027777777777778
2014,10,0,3.9432624113475176
2014,9,0,4.330827067669173
2014,8,0,3.8360655737704916
2014,7,0,4.116666666666666
2014,6,0,3.9185185185185185
2014,5,0,3.934306569343066
2014,4,0,3.960526315789474
2014,2,0,4.336842105263158
2014,1,0,4.145161290322581
2013,12,0,3.934959349593496
2013,10,0,3.856060606060606
2013,9,0,4.017391304347826
2013,8,0,3.537117903930131
2013,7,0,3.797814207650273
2013,6,0,3.805084745762712
2013,4,0,4.0
2013,3,0,3.8761061946902653
2013,2,0,3.9239130434782608
2013,1,0,4.074074074074074
2012,12,0,4.212121212121212
2012,11,0,3.9375
2012,10,0,4.147058823529412
2012,9,0,4.2
2012,8,0,3.4419889502762433
2012,7,0,3.8943661971830985
2012,6,0,3.9213483146067416
2012,5,0,4.034090909090909
2012,4,0,4.2105263157894735
2012,2,0,3.986666666666667
2012,1,0,4.117647058823529
2011,11,0,4.090909090909091
2011,9,0,3.8
2011,8,0,3.941860465116279
2011,7,0,3.7916666666666665
2011,6,0,3.324324324324324
2011,5,0,4.086956521739131
2011,4,0,3.7666666666666666
2011,3,0,3.2413793103448274
2011,2,0,3.3684210526315788
2010,12,0,3.0
2011,1,0,3.7777777777777777
2010,11,0,4.0
2010,10,0,4.666666666666667
2010,9,0,3.6666666666666665
2010,8,0,4.5
2010,7,0,4.0
2010,6,0,5.0
2010,3,0,5.0
2010,5,0,1.0
