year,month,terror_attacks,avg_reviews,
2010,11,1,4.923076923076923
2011,4,1,4.0285714285714285
2013,2,1,4.491379310344827
2013,4,1,4.470588235294118
2013,11,1,4.457943925233645
2014,5,2,4.156521739130435
2014,11,1,4.46875
2014,12,1,4.424
2015,9,1,4.537974683544304
2015,11,2,4.584541062801932
2015,12,3,4.316326530612245
2016,2,1,4.258064516129032
2016,5,1,4.451219512195122
2016,12,1,4.3
2017,4,6,4.366336633663367
2017,12,0,4.389937106918239
2017,11,0,4.325
2017,3,0,4.048484848484849
2017,10,0,4.338541666666667
2017,9,0,4.1716417910447765
2017,8,0,4.409574468085107
2017,7,0,4.492227979274611
2017,6,0,4.34054054054054
2017,5,0,4.213114754098361
2017,2,0,4.281045751633987
2017,1,0,4.310526315789474
2016,11,0,4.485714285714286
2016,10,0,4.239285714285714
2016,9,0,4.595744680851064
2016,8,0,4.420168067226891
2016,7,0,4.425925925925926
2016,6,0,4.473282442748092
2016,4,0,4.329457364341085
2016,3,0,4.300813008130081
2016,1,0,4.41588785046729
2015,10,0,4.124567474048443
2015,8,0,4.486880466472303
2015,7,0,4.396011396011396
2015,6,0,4.376093294460642
2015,5,0,4.526153846153846
2015,4,0,4.529953917050691
2015,3,0,4.424892703862661
2015,2,0,4.431952662721893
2015,1,0,4.453947368421052
2014,10,0,4.459649122807018
2014,9,0,4.619718309859155
2014,8,0,4.554347826086956
2014,7,0,4.444444444444445
2014,6,0,4.449074074074074
2014,4,0,4.145833333333333
2014,3,0,4.285714285714286
2014,2,0,4.284552845528455
2014,1,0,4.35251798561151
2013,12,0,4.273972602739726
2013,10,0,4.473684210526316
2013,9,0,4.553990610328638
2013,8,0,4.531645569620253
2013,7,0,4.526515151515151
2013,6,0,4.4818181818181815
2013,5,0,4.437810945273632
2013,3,0,4.469945355191257
2013,1,0,4.5
2012,12,0,4.376106194690266
2012,11,0,4.520231213872832
2012,10,0,4.538461538461538
2012,9,0,4.549107142857143
2012,8,0,4.535911602209945
2012,7,0,4.488479262672811
2012,6,0,4.521739130434782
2012,5,0,4.635416666666667
2012,4,0,4.662857142857143
2012,3,0,4.599009900990099
2012,2,0,4.510067114093959
2011,12,0,4.469767441860465
2012,1,0,4.636363636363637
2011,11,0,4.607142857142857
2011,10,0,4.580838323353293
2011,9,0,4.6947368421052635
2011,8,0,4.325301204819277
2011,7,0,4.232876712328767
2011,6,0,4.551724137931035
2011,5,0,4.568627450980392
2011,3,0,4.2894736842105265
2011,2,0,4.6
2011,1,0,4.636363636363637
2010,12,0,4.482758620689655
2010,10,0,4.7
2010,9,0,5.0
2010,8,0,4.2
2010,7,0,4.25
2010,6,0,3.8
2010,5,0,5.0
2010,4,0,5.0
2014,2,1,3.911764705882353
2017,12,0,4.3618421052631575
2017,11,0,4.208695652173913
2017,6,0,4.37593984962406
2017,10,0,4.260504201680672
2017,9,0,4.392156862745098
2017,8,0,4.093333333333334
2017,7,0,4.182926829268292
2017,5,0,4.3125
2017,4,0,4.3355704697986575
2017,3,0,4.356060606060606
2017,2,0,4.224489795918367
2017,1,0,4.427272727272728
2016,12,0,4.251366120218579
2016,11,0,4.359375
2016,10,0,4.3352941176470585
2016,9,0,4.204379562043796
2016,8,0,4.041322314049586
2016,7,0,4.075
